"Ano","Código da Grande Região","Nome da Grande Região","Código da Unidade da Federação","Sigla da Unidade da Federação","Nome da Unidade da Federação","Código do Município","Nome do Município","Região Metropolitana","Código da Mesorregião","Nome da Mesorregião","Código da Microrregião","Nome da Microrregião","Código da Região Geográfica Imediata","Nome da Região Geográfica Imediata","Município da Região Geográfica Imediata","Código da Região Geográfica Intermediária","Nome da Região Geográfica Intermediária","Município da Região Geográfica Intermediária","Código Concentração Urbana","Nome Concentração Urbana","Tipo Concentração Urbana","Código Arranjo Populacional","Nome Arranjo Populacional","Hierarquia Urbana","Hierarquia Urbana (principais categorias)","Código da Região Rural","Nome da Região Rural","Região rural (segundo classificação do núcleo)","Amazônia Legal","Semiárido","Cidade-Região de São Paulo","Valor adicionado bruto da Agropecuária a preços correntes(R$ 1.000)","Valor adicionado bruto da Indústria a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços a preços correntes - exceto Administração em defesa educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social a preços correntes (R$ 1.000)","Valor adicionado bruto total a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos a preços correntes (R$ 1.000)","Produto Interno Bruto a preços correntes (R$ 1.000)","Produto Interno Bruto per capita a preços correntes (R$ 1,00)","Atividade com maior valor adicionado bruto","Atividade com segundo maior valor adicionado bruto","Atividade com terceiro maior valor adicionado bruto"


"2011","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  7,628 ","  2,267 ","  8,710 ","  12,531 ","  31,136 ","  1,291 ","  32,427 ","  6,945.13 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2012","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  8,355 ","  3,383 ","  9,318 ","  14,160 ","  35,216 ","  1,472 ","  36,687 ","  7,812.46 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2013","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  9,733 ","  4,072 ","  11,353 ","  15,785 ","  40,943 ","  1,804 ","  42,747 ","  8,783.12 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2014","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  9,797 ","  3,252 ","  12,055 ","  17,756 ","  42,860 ","  1,679 ","  44,539 ","  9,095.10 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária"
"2015","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  18,601 ","  4,552 ","  13,055 ","  18,380 ","  54,587 ","  2,170 ","  56,757 ","  11,519.53 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Produção florestal, pesca e aquicultura"
"2016","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  27,002 ","  3,197 ","  14,327 ","  20,874 ","  65,401 ","  1,990 ","  67,391 ","  13,603.26 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Demais serviços"
"2017","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  12,048 ","  8,113 ","  16,632 ","  22,149 ","  58,942 ","  3,201 ","  62,143 ","  12,475.99 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2018","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  11,919 ","  7,944 ","  18,556 ","  22,437 ","  60,856 ","  3,743 ","  64,599 ","  13,037.23 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2019","3","Sudeste","31","MG","Minas Gerais","3150406","Piedade dos Gerais","","3107","Metropolitana de Belo Horizonte","31032","Itaguara","310069","Oliveira","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  12,785 ","  3,201 ","  19,938 ","  25,287 ","  61,211 ","  3,085 ","  64,296 ","  12,905.70 ","Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Agricultura, inclusive apoio à agricultura e a pós colheita"

"2002","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  26,801 ","  14,822 ","  43,195 ","  25,759 ","  110,577 ","  9,632 ","  120,210 ","  4,333.91 "
"2003","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  34,180 ","  19,643 ","  50,813 ","  28,542 ","  133,178 ","  11,552 ","  144,730 ","  5,098.64 "
"2004","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  43,383 ","  24,518 ","  55,348 ","  31,656 ","  154,905 ","  12,472 ","  167,377 ","  5,765.06 "
"2005","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  46,887 ","  29,572 ","  64,013 ","  37,467 ","  177,939 ","  17,067 ","  195,006 ","  6,569.17 "
"2006","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  50,265 ","  44,314 ","  73,923 ","  41,951 ","  210,453 ","  19,394 ","  229,847 ","  7,577.94 "
"2007","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  73,046 ","  40,810 ","  87,482 ","  46,014 ","  247,351 ","  21,745 ","  269,096 ","  9,477.53 "
"2008","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  85,858 ","  54,512 ","  101,587 ","  53,151 ","  295,108 ","  27,021 ","  322,129 ","  10,884.57 "
"2009","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  79,701 ","  55,595 ","  107,872 ","  60,366 ","  303,533 ","  26,855 ","  330,388 ","  11,039.06 "
"2010","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  68,879 ","  58,078 ","  126,194 ","  67,282 ","  320,433 ","  30,290 ","  350,723 ","  12,059.37 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Indústrias de transformação"
"2011","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  91,593 ","  66,117 ","  149,286 ","  76,229 ","  383,224 ","  33,134 ","  416,358 ","  14,192.25 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita"
"2012","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  77,126 ","  59,834 ","  176,209 ","  80,350 ","  393,520 ","  36,795 ","  430,315 ","  14,556.84 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2013","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  95,385 ","  70,454 ","  205,343 ","  93,565 ","  464,747 ","  39,998 ","  504,746 ","  16,441.76 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2014","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  102,336 ","  75,534 ","  233,702 ","  104,675 ","  516,248 ","  45,559 ","  561,807 ","  18,156.18 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2015","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  99,892 ","  99,772 ","  255,339 ","  114,080 ","  569,083 ","  46,953 ","  616,036 ","  19,758.67 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2016","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  127,399 ","  99,075 ","  271,045 ","  123,963 ","  621,481 ","  54,086 ","  675,568 ","  21,514.21 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2017","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  123,415 ","  139,511 ","  274,770 ","  132,682 ","  670,379 ","  61,424 ","  731,803 ","  23,149.52 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2018","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  137,256 ","  127,052 ","  314,517 ","  133,586 ","  712,411 ","  71,850 ","  784,260 ","  24,831.73 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"
"2019","3","Sudeste","31","MG","Minas Gerais","3152006","Pompéu","","3106","Central Mineira","31024","Três Marias","310067","Dores do Indaiá","do Entorno","3113","Divinópolis","do Entorno","","","","","","Centro Local","Centro Local","3108","Região Rural da Metrópole de Belo Horizonte","Região Rural de Metrópole","Não","Não","Não","  131,289 ","  142,024 ","  342,896 ","  139,038 ","  755,246 ","  83,772 ","  839,018 ","  26,374.26 ","Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Comércio e reparação de veículos automotores e motocicletas"

"2002","3","Sudeste","31","MG","Minas Gerais","3153806","Queluzito","","3107","Metropolitana de Belo Horizonte","31034","Conselheiro Lafaiete","310038","Conselheiro Lafaiete","do Entorno","3107","Barbacena","do Entorno","3118304","Conselheiro Lafaiete/MG","Média concentração urbana","3118304","Conselheiro Lafaiete/MG","Centro Local","Centro Local","3104","Região Rural da Capital Regional de Juiz de Fora","Região Rural de Capital Regional","Não","Não","Não","  1,572 ","  555 ","  2,160 ","  2,748 ","  7,035 ","  345 ","  7,380 ","  4,079.46 "
"2003","3","Sudeste","31","MG","Minas Gerais","3153806","Queluzito","","3107","Metropolitana de Belo Horizonte","31034","Conselheiro Lafaiete","310038","Conselheiro Lafaiete","do Entorno","3107","Barbacena","do Entorno","3118304","Conselheiro Lafaiete/MG","Média concentração urbana","3118304","Conselheiro Lafaiete/MG","Centro Local","Centro Local","3104","Região Rural da Capital Regional de Juiz de Fora","Região Rural de Capital Regional","Não","Não","Não","  2,162 ","  591 ","  2,240 ","  2,861 ","  7,855 ","  384 ","  8,239 ","  4,536.88 "
"2004","3","Sudeste","31","MG","Minas Gerais","3153806","Queluzito","","3107","Metropolitana de Belo Horizonte","31034","Conselheiro Lafaiete","310038","Conselheiro Lafaiete","do Entorno","3107","Barbacena","do Entorno","3118304","Conselheiro Lafaiete/MG","Média concentração urbana","3118304","Conselheiro Lafaiete/MG","Centro Local","Centro Local","3104","Região Rural da Capital Regional de Juiz de Fora","Região Rural de Capital Regional","Não","Não","Não","  2,503 ","  313 ","  2,086 ","  3,084 ","  7,986 ","  320 ","  8,306 ","  4,556.19 "
"2005","3","Sudeste","31","MG","Minas Gerais","3153806","Queluzito","","3107","Metropolitana de Belo Horizonte","31034","Conselheiro Lafaiete","310038","Conselheiro Lafaiete","do Entorno","3107","Barbacena","do Entorno","3118304","Conselheiro Lafaiete/MG","Média concentração urbana","3118304","Conselheiro Lafaiete/MG","Centro Local","Centro Local","3104","Região Rural da Capital Regional de Juiz de Fora","Região Rural de Capital Regional","Não","Não","Não","  1,959 ","  380 ","  2,016 ","  3,611 ","  7,966 ","  385 ","  8,351 ","  4,563.16 "
